team,epa_2025_total_points_mean,epa_2025_total_points_sd,epa_2025_unitless,epa_2025_norm,epa_2025_conf_low,epa_2025_conf_high,epa_2025_breakdown_total_points,epa_2025_breakdown_auto_points,epa_2025_breakdown_teleop_points,epa_2025_breakdown_endgame_points,epa_2025_breakdown_auto_rp,epa_2025_breakdown_coral_rp,epa_2025_breakdown_barge_rp,epa_2025_breakdown_tiebreaker_points,epa_2025_breakdown_auto_leave_points,epa_2025_breakdown_auto_coral,epa_2025_breakdown_auto_coral_points,epa_2025_breakdown_teleop_coral,epa_2025_breakdown_teleop_coral_points,epa_2025_breakdown_coral_l1,epa_2025_breakdown_coral_l2,epa_2025_breakdown_coral_l3,epa_2025_breakdown_coral_l4,epa_2025_breakdown_total_coral_points,epa_2025_breakdown_processor_algae,epa_2025_breakdown_processor_algae_points,epa_2025_breakdown_net_algae,epa_2025_breakdown_net_algae_points,epa_2025_breakdown_total_algae_points,epa_2025_breakdown_total_game_pieces,epa_2025_breakdown_barge_points,epa_2025_breakdown_rp_1,epa_2025_breakdown_rp_2,epa_2025_breakdown_rp_3,epa_2025_stats_start,epa_2025_stats_pre_champs,epa_2025_stats_max,epa_2025_ranks_total_rank,epa_2025_ranks_total_percentile,epa_2025_ranks_total_team_count,epa_2025_ranks_country_rank,epa_2025_ranks_country_percentile,epa_2025_ranks_country_team_count,epa_2025_ranks_state_rank,epa_2025_ranks_state_percentile,epa_2025_ranks_state_team_count,epa_2025_ranks_district_rank,epa_2025_ranks_district_percentile,epa_2025_ranks_district_team_count,epa_2024_total_points_mean,epa_2024_total_points_sd,epa_2024_unitless,epa_2024_norm,epa_2024_conf_low,epa_2024_conf_high,epa_2024_breakdown_total_points,epa_2024_breakdown_auto_points,epa_2024_breakdown_teleop_points,epa_2024_breakdown_endgame_points,epa_2024_breakdown_melody_rp,epa_2024_breakdown_ensemble_rp,epa_2024_breakdown_tiebreaker_points,epa_2024_breakdown_auto_leave_points,epa_2024_breakdown_auto_notes,epa_2024_breakdown_auto_note_points,epa_2024_breakdown_teleop_notes,epa_2024_breakdown_teleop_note_points,epa_2024_breakdown_amp_notes,epa_2024_breakdown_amp_points,epa_2024_breakdown_speaker_notes,epa_2024_breakdown_speaker_points,epa_2024_breakdown_amplified_notes,epa_2024_breakdown_total_notes,epa_2024_breakdown_total_note_points,epa_2024_breakdown_endgame_park_points,epa_2024_breakdown_endgame_on_stage_points,epa_2024_breakdown_endgame_harmony_points,epa_2024_breakdown_endgame_trap_points,epa_2024_breakdown_endgame_spotlight_points,epa_2024_breakdown_rp_1,epa_2024_breakdown_rp_2,epa_2024_stats_start,epa_2024_stats_pre_champs,epa_2024_stats_max,epa_2024_ranks_total_rank,epa_2024_ranks_total_percentile,epa_2024_ranks_total_team_count,epa_2024_ranks_country_rank,epa_2024_ranks_country_percentile,epa_2024_ranks_country_team_count,epa_2024_ranks_state_rank,epa_2024_ranks_state_percentile,epa_2024_ranks_state_team_count,epa_2024_ranks_district_rank,epa_2024_ranks_district_percentile,epa_2024_ranks_district_team_count
996,14.32,4.44,1409.0,1440.0,-1.13,0.9,14.32,4.26,4.86,5.2,0.2464,-0.0362,0.17329,0.07,2.52,0.39,1.74,1.93,4.38,1.62,0.2,-0.02,0.27,6.12,0.47,1.41,-0.23,-0.93,0.48,2.31,5.2,0.2464,-0.0362,0.17329,15.19,14.32,18.08,2829,0.2379,3712,2303,0.2185,2947,35,0.2391,46,1539,0.2152,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,31.1,5.09,1523.0,1569.0,-0.94,1.03,31.1,5.24,23.29,2.56,0.1897,-0.1292,0.18624,0.05,3.47,0.34,1.77,4.42,19.42,0.3,0.34,1.15,2.82,21.19,0.78,2.33,0.39,1.55,3.87,5.79,2.56,0.1897,-0.1292,0.18624,23.75,31.1,32.72,748,0.7985,3712,611,0.7927,2947,14,0.65,40,51,0.6136,132,14.72,4.42,1497.0,1502.0,-0.88,0.88,14.72,4.53,7.46,2.72,0.0356,0.1799,0.04,0.59,0.77,3.95,2.97,7.46,0.6,0.57,3.14,10.84,0.72,3.74,11.41,-0.06,2.25,0.46,-0.03,0.11,0.0356,0.1799,14.44,14.72,15.48,1663.0,0.5217,3477.0,1406.0,0.5002,2813.0,20.0,0.4872,39.0,72.0,0.4331,127.0
999,35.99,6.84,1557.0,1599.0,-0.72,1.02,35.99,6.05,26.92,3.03,0.2323,-0.1704,0.16618,-0.0,3.15,0.43,2.89,6.25,28.07,0.24,0.74,1.01,4.67,30.97,0.04,0.12,-0.32,-1.27,-1.15,6.37,3.03,0.2323,-0.1704,0.16618,31.22,35.99,36.14,529,0.8576,3715,428,0.8549,2949,9,0.8302,53,47,0.7539,191,26.66,5.01,1642.0,1597.0,-1.06,0.61,26.66,8.93,15.16,2.57,0.3988,0.2273,0.14,1.67,1.44,7.26,5.63,15.16,2.43,2.41,4.64,20.01,2.12,7.07,22.42,0.21,1.81,0.23,0.17,0.15,0.3988,0.2273,15.37,26.66,30.9,503.0,0.8553,3477.0,439.0,0.8439,2813.0,12.0,0.7391,46.0,41.0,0.7747,182.0
1002,18.19,4.47,1436.0,1474.0,-0.93,1.03,18.19,5.32,10.89,1.99,0.1687,-0.1303,-0.1205,-0.02,2.98,0.31,2.34,2.12,9.85,0.12,0.33,-0.25,2.28,12.19,0.12,0.37,0.17,0.66,1.04,2.76,1.99,0.1687,-0.1303,-0.1205,13.77,18.19,18.58,2100,0.4343,3712,1729,0.4133,2947,27,0.64,75,27,0.64,75,4.44,2.08,1371.0,1379.0,-0.84,0.93,4.44,2.5,1.38,0.56,-0.1153,-0.1538,-0.03,1.26,0.25,1.24,0.92,1.38,0.25,0.25,0.91,2.37,-0.07,1.16,2.62,0.87,-0.28,-0.0,-0.0,-0.03,-0.1153,-0.1538,9.08,4.44,6.23,3321.0,0.0449,3477.0,2699.0,0.0405,2813.0,63.0,0.125,72.0,88.0,0.0928,97.0
1011,14.51,3.5,1411.0,1442.0,-1.96,1.96,14.51,2.97,9.86,1.68,0.0777,-0.0859,0.0581,0.02,1.52,0.25,1.45,2.12,8.39,0.36,0.32,0.54,1.09,9.84,0.18,0.54,0.23,0.93,1.47,2.72,1.68,0.0777,-0.0859,0.0581,14.51,14.51,14.51,2800,0.2457,3712,2282,0.2257,2947,34,0.2609,46,1523,0.2234,1961,6.37,2.09,1395.0,1408.0,-1.07,1.09,6.37,3.54,2.2,0.63,0.0988,-0.043,0.36,0.96,0.51,2.58,1.69,2.2,0.88,0.88,1.32,3.91,-0.1,2.21,4.79,0.32,0.26,-0.03,0.0,0.07,0.0988,-0.043,8.26,6.37,6.37,3077.0,0.115,3477.0,2512.0,0.107,2813.0,37.0,0.1395,43.0,1585.0,0.1214,1804.0
1014,20.71,3.5,1453.0,1494.0,-1.96,1.96,20.71,4.24,14.08,2.39,0.1111,-0.0818,0.08416,0.03,2.17,0.35,2.07,3.03,11.98,0.51,0.46,0.78,1.55,14.05,0.26,0.77,0.33,1.33,2.1,3.89,2.39,0.1111,-0.0818,0.08416,20.71,20.71,20.71,1734,0.5329,3712,1425,0.5165,2947,39,0.371,62,884,0.5492,1961,15.55,5.67,1507.0,1510.0,-0.86,0.9,15.55,5.91,6.42,3.22,-0.2027,0.2307,0.07,1.68,0.85,4.23,2.64,6.42,1.27,1.28,2.23,9.37,0.8,3.5,10.65,0.17,2.35,0.44,0.06,0.21,-0.2027,0.2307,8.17,16.94,16.94,1544.0,0.5559,3477.0,1313.0,0.5332,2813.0,31.0,0.4561,57.0,723.0,0.5992,1804.0
1018,22.05,6.26,1462.0,1503.0,-0.85,1.13,22.05,4.08,13.73,4.23,0.2017,-0.039,0.28404,0.02,2.82,0.18,1.26,3.61,13.71,0.47,0.91,1.07,1.32,14.96,-0.05,-0.15,0.04,0.18,0.03,3.76,4.23,0.2017,-0.039,0.28404,26.9,22.05,22.37,1597,0.5701,3715,1305,0.5575,2949,27,0.6197,71,27,0.6197,71,19.33,2.67,1553.0,1541.0,-0.85,0.9,19.33,7.36,10.17,1.79,0.2101,-0.1102,0.36,0.83,1.31,6.53,4.17,10.17,2.3,2.3,3.18,14.4,1.38,5.48,16.7,0.69,0.85,0.19,0.09,-0.03,0.2101,-0.1102,15.01,19.33,20.1,1103.0,0.6828,3477.0,945.0,0.6641,2813.0,31.0,0.5079,63.0,31.0,0.5079,63.0
1023,47.41,6.54,1634.0,1671.0,-0.73,1.02,47.41,10.18,36.53,0.7,0.6603,-0.1615,0.02255,-0.02,3.56,1.22,6.62,7.92,33.64,0.73,0.96,2.36,4.81,40.26,0.81,2.42,0.12,0.47,2.89,9.78,0.7,0.6603,-0.1615,0.02255,36.46,47.41,47.41,212,0.9429,3715,168,0.943,2949,30,0.9433,529,30,0.9433,529,33.94,5.2,1731.0,1668.0,-0.86,0.89,33.94,10.05,19.52,4.37,0.4775,0.3473,0.29,2.04,1.6,8.01,5.88,19.52,2.32,2.32,5.16,25.21,3.36,7.48,27.53,0.18,2.61,0.0,1.44,0.14,0.4775,0.3473,20.32,25.16,35.54,206.0,0.9408,3477.0,180.0,0.936,2813.0,36.0,0.9295,511.0,36.0,0.9295,511.0
1024,30.3,5.13,1518.0,1563.0,-1.01,0.96,30.3,4.65,20.18,5.48,0.2412,-0.1218,0.24559,0.04,3.08,0.45,1.56,5.24,21.25,0.91,0.98,0.94,2.71,22.81,-0.05,-0.16,-0.23,-0.91,-1.07,5.27,5.48,0.2412,-0.1218,0.24559,32.54,30.3,31.91,794,0.7861,3712,646,0.7808,2947,14,0.8028,71,14,0.8028,71,27.84,2.72,1657.0,1606.0,-0.78,0.98,27.84,11.23,13.87,2.73,0.6567,0.0993,0.33,1.77,1.91,9.47,6.68,13.87,1.82,1.85,6.78,21.49,0.76,8.6,23.33,0.34,2.11,0.16,0.11,0.02,0.6567,0.0993,18.42,27.84,28.46,435.0,0.8749,3477.0,382.0,0.8642,2813.0,15.0,0.7619,63.0,15.0,0.7619,63.0
1025,50.22,7.25,1653.0,1690.0,-0.79,0.98,50.22,11.81,31.06,7.35,0.4801,-0.0792,0.38468,0.03,3.19,1.29,8.62,6.57,31.75,-0.53,0.12,2.4,5.75,40.37,-0.05,-0.14,-0.14,-0.55,-0.69,7.55,7.35,0.4801,-0.0792,0.38468,33.43,50.22,51.21,170,0.9542,3715,133,0.9549,2949,23,0.9565,529,23,0.9565,529,31.2,4.88,1698.0,1634.0,-0.77,0.98,31.2,10.89,15.22,5.08,0.2819,0.4141,0.32,1.76,1.83,9.14,5.71,15.22,2.39,2.4,5.15,21.96,2.06,7.54,24.36,0.2,2.13,-0.03,2.74,0.03,0.2819,0.4141,16.55,28.92,31.39,302.0,0.9131,3477.0,265.0,0.9058,2813.0,57.0,0.8885,511.0,57.0,0.8885,511.0
1027,4.77,6.01,1345.0,1348.0,-1.22,0.76,4.77,1.77,2.91,0.09,-0.0488,-0.1424,-0.01545,-0.0,2.53,-0.11,-0.76,0.76,2.4,0.52,0.13,-0.3,0.35,1.63,0.45,1.35,-0.21,-0.83,0.51,0.94,0.09,-0.0488,-0.1424,-0.01545,18.97,4.77,10.25,3657,0.0156,3715,2906,0.0146,2949,67,0.0429,70,188,0.0157,191,10.72,3.5,1448.0,1463.0,-0.8,0.97,10.72,2.18,7.42,1.11,0.0498,-0.1104,0.17,0.89,0.26,1.29,3.77,7.42,1.1,1.1,2.93,7.61,0.33,4.03,8.71,0.59,0.45,-0.11,0.2,-0.03,0.0498,-0.1104,10.85,10.72,10.8,2251.0,0.3526,3477.0,1872.0,0.3345,2813.0,61.0,0.1159,69.0,153.0,0.1593,182.0
1038,25.79,3.48,1487.0,1532.0,-1.06,1.03,25.79,6.29,17.01,2.49,0.2528,-0.0478,0.09965,0.19,3.22,0.47,3.07,2.81,11.1,0.26,0.54,1.13,1.31,14.17,1.93,5.78,0.03,0.12,5.9,5.2,2.49,0.2528,-0.0478,0.09965,30.66,25.79,25.79,1159,0.6878,3712,952,0.677,2947,23,0.629,62,554,0.7175,1961,24.67,3.69,1618.0,1582.0,-0.76,1.0,24.67,5.53,13.35,5.79,0.3398,0.4503,0.2,2.25,1.22,3.27,5.1,13.35,3.06,3.99,3.27,12.63,1.75,6.32,16.63,0.1,3.09,-0.01,2.54,0.07,0.3398,0.4503,15.56,24.67,24.96,644.0,0.8148,3477.0,556.0,0.8023,2813.0,15.0,0.7368,57.0,268.0,0.8514,1804.0
1051,19.57,4.58,1445.0,1485.0,-0.82,1.15,19.57,5.42,11.49,2.67,0.2311,-0.1291,0.10768,0.07,3.23,0.48,2.19,2.52,9.3,0.58,0.74,0.27,1.19,11.48,0.29,0.88,0.33,1.31,2.19,3.4,2.67,0.2311,-0.1291,0.10768,20.6,19.57,19.57,1891,0.4906,3712,1559,0.471,2947,13,0.6286,35,13,0.6286,35,10.55,3.1,1446.0,1461.0,-0.89,0.87,10.55,3.62,5.18,1.75,-0.1194,0.0969,-0.02,1.28,0.47,2.34,2.62,5.18,0.37,0.37,2.72,7.15,0.1,3.09,7.52,0.35,1.38,0.12,-0.12,0.03,-0.1194,0.0969,14.52,10.55,12.64,2289.0,0.3417,3477.0,1901.0,0.3242,2813.0,16.0,0.36,25.0,51.0,0.4742,97.0
1056,9.92,5.04,1380.0,1399.0,-1.21,0.87,9.92,3.67,3.49,2.76,0.2007,-0.153,0.05591,0.05,3.14,0.1,0.53,1.24,4.53,0.23,0.27,0.4,0.38,5.07,0.1,0.3,-0.34,-1.35,-1.05,1.05,2.76,0.2007,-0.153,0.05591,25.2,9.92,11.22,3384,0.0884,3712,2710,0.0804,2947,24,0.0,24,1808,0.078,1961,19.99,4.18,1561.0,1546.0,-0.66,1.08,19.99,6.82,11.07,2.09,0.1425,-0.0951,0.03,0.77,1.21,6.05,4.41,11.07,1.65,1.65,3.97,15.47,1.3,5.61,17.12,0.26,1.73,0.09,0.06,-0.04,0.1425,-0.0951,12.36,19.99,19.99,1031.0,0.7035,3477.0,887.0,0.6847,2813.0,8.0,0.6667,24.0,448.0,0.7517,1804.0
1058,39.12,4.17,1578.0,1623.0,-0.96,1.04,39.12,11.21,20.95,6.96,0.4082,-0.0317,0.3704,0.08,3.43,1.19,7.78,4.77,19.42,1.07,0.38,0.44,3.92,27.21,0.13,0.38,0.29,1.14,1.52,6.23,6.96,0.4082,-0.0317,0.3704,35.8,39.12,40.7,394,0.8939,3712,312,0.8941,2947,7,0.8158,38,36,0.8115,191,34.35,7.08,1736.0,1674.0,-0.76,0.99,34.35,11.96,20.67,1.72,0.305,-0.1209,0.27,1.92,2.01,10.04,6.85,20.67,3.27,3.27,5.58,27.43,3.42,8.85,30.71,0.42,1.53,0.11,-0.29,-0.04,0.305,-0.1209,15.9,33.02,34.53,196.0,0.9436,3477.0,173.0,0.9385,2813.0,4.0,0.9,40.0,19.0,0.8956,182.0
1071,15.66,5.25,1419.0,1452.0,-0.85,1.11,15.66,2.37,12.24,1.05,0.2261,-0.1374,-0.08555,-0.05,2.73,0.06,-0.36,3.22,11.74,-0.13,1.91,0.9,0.39,11.38,-0.22,-0.66,0.29,1.16,0.5,3.16,1.05,0.2261,-0.1374,-0.08555,21.64,15.66,15.97,2625,0.2928,3712,2150,0.2704,2947,45,0.1509,53,154,0.1937,191,12.97,5.15,1475.0,1486.0,-1.06,0.6,12.97,5.83,6.64,0.49,0.0079,0.0292,0.24,0.53,1.09,5.31,4.05,6.64,2.39,2.44,2.75,9.51,0.29,5.14,11.95,0.85,0.12,-0.17,-0.25,-0.05,0.0079,0.0292,13.13,17.81,19.23,1892.0,0.4559,3477.0,1588.0,0.4355,2813.0,39.0,0.1522,46.0,138.0,0.2418,182.0
1072,26.35,3.5,1491.0,1536.0,-1.96,1.96,26.35,5.39,17.91,3.04,0.1414,-0.0781,0.10781,0.04,2.76,0.45,2.63,3.86,15.24,0.65,0.58,0.99,1.97,17.87,0.32,0.97,0.43,1.7,2.68,4.95,3.04,0.1414,-0.0781,0.10781,26.35,26.35,26.35,1104,0.7026,3712,909,0.6916,2947,97,0.6655,290,524,0.7328,1961,17.84,5.09,1535.0,1529.0,-0.79,0.97,17.84,6.18,9.17,2.5,0.1989,0.0832,0.12,1.72,0.89,4.46,4.03,9.17,1.15,1.15,3.77,12.47,0.75,4.92,13.63,0.48,1.73,0.24,0.03,0.02,0.1989,0.0832,16.86,17.84,19.37,1278.0,0.6324,3477.0,1096.0,0.6104,2813.0,119.0,0.578,282.0,583.0,0.6768,1804.0
1073,36.6,6.13,1561.0,1606.0,-0.82,1.12,36.6,5.18,23.16,8.26,0.2335,-0.1381,0.56496,-0.08,2.78,0.42,2.4,4.79,19.85,0.95,0.22,0.79,3.11,22.25,-0.11,-0.32,0.91,3.64,3.31,5.87,8.26,0.2335,-0.1381,0.56496,26.55,36.6,37.14,486,0.8691,3712,389,0.868,2947,8,0.7895,38,43,0.7749,191,16.27,4.45,1515.0,1516.0,-0.87,0.89,16.27,7.42,8.2,0.64,0.3211,-0.1566,0.33,1.98,1.09,5.44,3.82,8.2,1.58,1.58,3.33,12.06,0.71,4.91,13.64,0.45,0.27,-0.06,0.03,-0.06,0.3211,-0.1566,17.94,16.27,17.47,1456.0,0.5812,3477.0,1244.0,0.5578,2813.0,22.0,0.45,40.0,118.0,0.3516,182.0
1076,40.66,6.28,1588.0,1633.0,-1.05,0.86,40.66,6.76,31.49,2.41,0.1757,0.2201,0.10838,0.02,2.99,0.56,3.78,6.82,29.11,0.31,0.99,2.1,3.96,32.89,0.41,1.23,0.29,1.15,2.38,8.06,2.41,0.1757,0.2201,0.10838,32.57,40.66,42.78,354,0.9046,3712,279,0.9053,2947,56,0.8941,529,56,0.8941,529,32.67,3.44,1716.0,1651.0,-0.95,0.81,32.67,10.09,19.21,3.37,0.3732,0.1906,0.35,1.65,1.7,8.44,6.74,19.21,3.38,3.4,5.06,24.25,3.03,8.44,27.65,0.24,2.19,0.38,0.52,0.04,0.3732,0.1906,12.61,30.96,34.26,250.0,0.9281,3477.0,218.0,0.9225,2813.0,44.0,0.9139,511.0,44.0,0.9139,511.0
1086,34.19,5.15,1544.0,1590.0,-0.68,1.04,34.19,6.49,25.68,2.02,0.2837,-0.0251,0.1257,0.04,3.21,0.52,3.28,6.8,25.9,1.03,1.34,2.35,2.5,29.18,0.1,0.29,-0.13,-0.51,-0.22,7.19,2.02,0.2837,-0.0251,0.1257,28.11,34.19,34.19,583,0.8429,3712,471,0.8402,2947,9,0.8657,67,16,0.8571,112,25.38,3.06,1627.0,1587.0,-0.79,0.97,25.38,7.1,15.64,2.64,0.3496,0.1178,0.17,0.85,1.23,6.25,7.08,15.64,0.91,0.88,7.4,21.02,0.81,8.31,21.89,0.28,1.53,0.42,0.37,0.04,0.3496,0.1178,13.95,25.38,25.38,594.0,0.8292,3477.0,513.0,0.8176,2813.0,12.0,0.8095,63.0,20.0,0.8077,104.0
1089,27.52,5.94,1499.0,1544.0,-0.84,1.14,27.52,3.69,21.44,2.4,0.2124,-0.1336,0.07834,0.08,2.75,0.18,0.94,4.95,20.84,0.22,0.83,1.58,2.42,21.78,-0.07,-0.21,0.2,0.82,0.6,5.18,2.4,0.2124,-0.1336,0.07834,29.4,27.52,27.65,988,0.7338,3712,808,0.7258,2947,22,0.7634,93,41,0.705,139,25.65,5.33,1630.0,1589.0,-0.61,1.06,25.65,9.23,14.18,2.24,0.2877,0.0457,0.29,1.59,1.5,7.64,5.46,14.18,1.84,1.8,5.12,20.02,1.71,6.96,21.81,0.53,1.49,-0.2,0.39,0.04,0.2877,0.0457,16.01,25.65,25.65,566.0,0.8372,3477.0,490.0,0.8258,2813.0,16.0,0.8161,87.0,32.0,0.748,127.0
1091,22.29,3.5,1464.0,1506.0,-1.96,1.96,22.29,4.56,15.15,2.57,0.1196,-0.0807,0.09077,0.03,2.33,0.38,2.23,3.26,12.89,0.55,0.49,0.84,1.67,15.12,0.27,0.82,0.36,1.44,2.26,4.19,2.57,0.1196,-0.0807,0.09077,22.29,22.29,22.29,1536,0.5862,3712,1255,0.5741,2947,39,0.4429,70,771,0.6068,1961,14.69,3.71,1496.0,1502.0,-0.76,1.03,14.69,5.19,6.96,2.53,0.1646,0.1438,0.33,0.83,0.88,4.36,3.42,6.96,0.61,0.62,3.68,10.7,0.24,4.3,11.32,0.37,1.84,0.22,0.16,-0.05,0.1646,0.1438,11.69,14.69,14.83,1669.0,0.52,3477.0,1411.0,0.4984,2813.0,40.0,0.3939,66.0,791.0,0.5615,1804.0
1099,17.24,6.91,1429.0,1466.0,-0.7,1.23,17.24,4.2,9.44,3.6,0.056,-0.1333,0.18047,0.12,2.31,0.28,1.89,1.04,6.66,-0.38,-0.29,0.21,1.74,8.55,0.27,0.81,0.49,1.97,2.79,2.04,3.6,0.056,-0.1333,0.18047,24.19,17.24,17.24,2380,0.3588,3712,1947,0.3393,2947,43,0.1887,53,145,0.2408,191,18.55,2.81,1543.0,1534.0,-0.7,1.04,18.55,6.37,8.81,3.38,0.2259,0.1986,0.2,1.25,1.04,5.12,3.92,8.81,1.73,1.76,3.22,12.17,0.9,4.95,13.93,0.18,2.48,0.3,0.31,0.11,0.2259,0.1986,11.46,18.55,18.55,1183.0,0.6598,3477.0,1014.0,0.6395,2813.0,28.0,0.3913,46.0,99.0,0.456,182.0
1100,38.49,9.2,1574.0,1616.0,-0.93,1.06,38.49,3.44,29.93,5.11,0.16,0.0541,0.25301,-0.01,2.8,0.14,0.64,6.55,28.62,0.39,0.86,1.43,3.99,29.26,0.15,0.45,0.22,0.87,1.32,7.04,5.11,0.16,0.0541,0.25301,32.16,38.49,38.49,425,0.8856,3715,337,0.8857,2949,16,0.7714,70,39,0.7958,191,26.15,3.87,1636.0,1593.0,-0.98,0.77,26.15,8.7,15.57,1.87,0.3354,0.0304,0.33,1.52,1.44,7.18,5.86,15.57,2.46,2.46,4.83,20.29,2.11,7.29,22.75,0.47,1.43,0.07,-0.14,0.03,0.3354,0.0304,18.38,26.15,30.31,535.0,0.8461,3477.0,463.0,0.8354,2813.0,15.0,0.7826,69.0,44.0,0.7582,182.0
1102,22.76,5.02,1467.0,1510.0,-0.97,1.0,22.76,2.86,19.04,0.86,0.1002,-0.1227,-0.02351,-0.06,2.56,0.05,0.3,3.72,18.87,-0.17,-0.08,0.27,3.68,19.17,-0.12,-0.36,0.13,0.53,0.17,3.72,0.86,0.1002,-0.1227,-0.02351,33.78,22.76,22.76,1472,0.6034,3712,1204,0.5914,2947,9,0.7429,35,9,0.7429,35,27.7,3.1,1655.0,1605.0,-0.82,0.94,27.7,7.32,17.94,2.44,0.4624,0.2266,0.23,1.5,1.16,5.83,8.02,17.94,2.9,2.9,6.28,20.87,1.61,9.18,23.77,0.01,1.95,0.15,0.19,0.13,0.4624,0.2266,19.56,27.7,27.86,441.0,0.8732,3477.0,388.0,0.8621,2813.0,4.0,0.84,25.0,13.0,0.866,97.0
1108,37.25,7.37,1565.0,1610.0,-0.72,1.17,37.25,8.45,23.58,5.22,0.3421,0.035,0.25016,0.05,3.26,0.75,5.19,5.33,21.56,0.45,1.12,1.48,2.91,26.75,0.34,1.02,0.25,1.0,2.01,6.55,5.22,0.3421,0.035,0.25016,30.3,37.25,37.25,459,0.8763,3712,366,0.8758,2947,2,0.9167,24,196,0.9001,1961,27.51,5.12,1653.0,1604.0,-1.04,0.68,27.51,12.04,12.94,2.53,0.415,0.1404,0.31,2.03,2.0,10.01,5.42,12.94,2.78,2.78,4.64,20.17,1.63,7.42,22.95,0.05,2.4,0.23,-0.31,0.16,0.415,0.1404,15.15,29.38,30.35,452.0,0.87,3477.0,399.0,0.8582,2813.0,3.0,0.8696,23.0,176.0,0.9024,1804.0
1111,20.4,5.98,1451.0,1490.0,-0.74,1.01,20.4,4.08,14.24,2.08,0.1838,-0.0317,0.06414,-0.04,2.81,0.32,1.27,2.77,13.81,0.02,-0.15,0.26,2.72,15.09,-0.22,-0.65,0.27,1.08,0.43,2.9,2.08,0.1838,-0.0317,0.06414,20.99,20.4,20.69,1805,0.5141,3715,1483,0.4971,2949,20,0.4444,36,54,0.5179,112,8.91,3.45,1426.0,1442.0,-0.81,0.94,8.91,4.68,3.68,0.55,-0.1215,-0.027,0.22,0.45,0.86,4.23,1.77,3.68,1.28,1.31,1.35,6.59,0.47,2.63,7.9,0.76,-0.45,-0.12,0.36,0.0,-0.1215,-0.027,17.17,8.91,9.69,2578.0,0.2586,3477.0,2115.0,0.2481,2813.0,23.0,0.303,33.0,79.0,0.2404,104.0
1114,66.66,12.39,1765.0,1807.0,-0.92,1.04,66.66,19.4,45.19,2.07,0.5793,0.3876,0.00707,0.17,3.63,2.46,15.77,9.85,38.38,0.38,2.77,4.19,4.6,54.14,0.81,2.43,1.1,4.38,6.81,13.86,2.07,0.5793,0.3876,0.00707,45.38,66.66,67.39,31,0.9916,3712,4,0.9793,193,4,0.9692,130,4,0.9692,130,40.74,6.53,1814.0,1750.0,-0.67,1.04,40.74,13.06,26.02,1.66,0.5692,-0.059,0.29,1.77,2.26,11.29,8.3,26.02,2.66,2.67,7.9,34.64,4.03,10.56,37.31,0.55,1.12,-0.04,-0.01,0.04,0.5692,-0.059,25.37,31.03,41.03,80.0,0.977,3477.0,4.0,0.98,200.0,4.0,0.9706,136.0,4.0,0.9706,136.0
1119,27.3,7.65,1498.0,1542.0,-1.13,0.85,27.3,3.41,21.1,2.8,-0.0312,-0.1586,-0.00645,0.17,2.21,0.24,1.2,5.46,20.72,0.26,1.65,2.69,1.05,21.92,0.43,1.3,-0.23,-0.92,0.38,5.86,2.8,-0.0312,-0.1586,-0.00645,24.53,27.3,31.25,1010,0.7279,3712,828,0.719,2947,34,0.5143,70,84,0.5602,191,21.12,6.42,1575.0,1555.0,-0.6,1.06,21.12,6.67,12.21,2.24,0.1924,0.0252,0.26,1.59,1.04,5.07,4.9,12.21,2.09,2.13,3.85,15.15,1.48,5.94,17.28,0.5,1.2,0.04,0.45,0.06,0.1924,0.0252,9.53,21.12,21.12,939.0,0.7299,3477.0,808.0,0.7128,2813.0,30.0,0.5652,69.0,78.0,0.5714,182.0
1126,26.42,6.14,1492.0,1536.0,-1.12,1.1,26.42,4.21,19.4,2.81,0.0523,-0.1355,0.26772,-0.01,2.38,0.4,1.83,4.21,19.05,0.28,0.49,0.25,3.39,20.88,-0.11,-0.32,0.17,0.67,0.35,4.46,2.81,0.0523,-0.1355,0.26772,24.07,26.42,26.42,1095,0.705,3712,902,0.6939,2947,41,0.7285,151,518,0.7358,1961,19.0,3.77,1549.0,1538.0,-0.65,1.09,19.0,8.57,8.35,2.08,0.2197,0.0058,0.37,1.58,1.39,6.99,4.1,8.35,1.97,1.96,3.52,13.38,0.71,5.49,15.33,0.36,1.49,-0.04,0.25,0.02,0.2197,0.0058,10.84,19.0,19.0,1136.0,0.6733,3477.0,975.0,0.6534,2813.0,45.0,0.6875,144.0,511.0,0.7167,1804.0
1138,39.34,5.73,1579.0,1624.0,-0.93,1.22,39.34,5.1,28.05,6.19,0.3029,-0.1404,0.25004,0.03,3.06,0.35,2.04,5.91,28.23,-0.0,-0.12,1.55,4.73,30.26,-0.11,-0.33,0.04,0.16,-0.17,6.09,6.19,0.3029,-0.1404,0.25004,25.75,39.34,39.34,389,0.8952,3712,307,0.8958,2947,35,0.8793,290,164,0.9164,1961,16.34,2.66,1516.0,1516.0,-0.75,1.03,16.34,5.09,10.54,0.72,0.0982,-0.111,0.21,1.27,0.79,3.81,4.57,10.54,1.63,1.69,3.73,12.67,0.99,5.36,14.35,0.36,0.51,-0.04,-0.07,-0.05,0.0982,-0.111,15.58,16.34,16.97,1450.0,0.583,3477.0,1238.0,0.5599,2813.0,131.0,0.5355,282.0,670.0,0.6286,1804.0
